best_config_id,hidden_dims,dropout_rate,learning_rate,weight_decay,batch_size,pos_weight_mode,pos_weight_value,max_epochs,patience,best_epoch,decision_threshold,brier_penalty
0,[64],0.1,0.001,0.001,128,none,1.0,80,8,7,0.30999999999999994,0.35
