model,n,threshold,mortality_rate,predicted_positive_rate,mean_predicted_risk,auroc,auprc,brier,accuracy,precision,recall,f1,attribute,group,comparison
XGBoost,1894,0.5,0.10929250263991552,0.1979936642027455,0.28240812741172794,0.878090198133496,0.5199997218735608,0.1097343356120387,0.8468848996832101,0.3893333333333333,0.7053140096618358,0.5017182130584192,Age,<=65,<=65
XGBoost,2106,0.5,0.1794871794871795,0.3613485280151947,0.40020919620463624,0.8495339751126788,0.5688734284952439,0.16677202997571336,0.7412155745489079,0.3902759526938239,0.7857142857142857,0.5215100965759438,Age,>65,>65
XGBoost,1768,0.5,0.16119909502262444,0.3037330316742081,0.3691673226511249,0.8599708982503461,0.557899955498943,0.15063100231309187,0.7805429864253394,0.40409683426443205,0.7614035087719299,0.5279805352798054,Gender,Female,Female
XGBoost,2228,0.5,0.13464991023339318,0.26840215439856374,0.32487285711436364,0.8717738589211619,0.5454245589207631,0.13117452082792,0.7998204667863554,0.3779264214046823,0.7533333333333333,0.5033407572383074,Gender,Male,Male
XGBoost,874,0.5,0.05263157894736842,0.09153318077803203,0.17223948855123544,0.8956364209199748,0.48810812040640256,0.06019658504054047,0.9244851258581236,0.375,0.6521739130434783,0.47619047619047616,ICUType,Cardiac Surgery Recovery Unit,Cardiac Surgery Recovery Unit
XGBoost,602,0.5,0.11794019933554817,0.23588039867109634,0.33482567732070767,0.8288904803586112,0.4501089330125854,0.14232706768269104,0.7857142857142857,0.29577464788732394,0.5915492957746479,0.39436619718309857,ICUType,Coronary Care Unit,Coronary Care Unit
XGBoost,1376,0.5,0.21148255813953487,0.4258720930232558,0.4467832228401676,0.8327774874499185,0.5969451316051629,0.18632824912789284,0.7071220930232558,0.4044368600682594,0.8144329896907216,0.540478905359179,ICUType,Medical ICU,Medical ICU
XGBoost,1148,0.5,0.15418118466898956,0.2857142857142857,0.35787933375946007,0.8666352470224068,0.5278105764648282,0.143186712463119,0.7935540069686411,0.40853658536585363,0.7570621468926554,0.5306930693069307,ICUType,Surgical ICU,Surgical ICU
