split,roc_auc,pr_auc,accuracy,precision,recall,f1,brier_score
internal_validation_from_X_train,0.863725731935216,0.5246526644550324,0.746875,0.33693693693693694,0.8348214285714286,0.48010269576379977,0.16200116590592642
external_X_test,0.8660454755915956,0.5552991138541712,0.76375,0.36342943854324733,0.8188034188034188,0.5034156594850236,0.15713023987109132
