repeat,stress_type,model,rank,feature,is_noise,is_injected_false_signal,domain,importance
8,Spurious proxy,XGBoost,14,spurious_proxy_003,True,True,Injected false signal,31.125211715698242
8,Spurious proxy,XGBoost,15,spurious_proxy_014,True,True,Injected false signal,25.85626792907715
8,Spurious proxy,XGBoost,16,spurious_proxy_013,True,True,Injected false signal,22.22896385192871
8,Spurious proxy,XGBoost,17,spurious_proxy_002,True,True,Injected false signal,11.431778907775879
8,Spurious proxy,XGBoost,18,spurious_proxy_017,True,True,Injected false signal,9.916400909423828
8,Spurious proxy,XGBoost,19,spurious_proxy_020,True,True,Injected false signal,2.6357929706573486
8,Spurious proxy,XGBoost,20,spurious_proxy_008,True,True,Injected false signal,2.425631046295166
9,Gaussian noise,Logistic Regression,1,WBC_mean,False,False,Hematologic,1.4534121228905241
9,Gaussian noise,Logistic Regression,2,pH_median,False,False,Metabolic / acid-base,1.372300250539696
9,Gaussian noise,Logistic Regression,3,Platelets_min,False,False,Hematologic,1.1770228480614202
9,Gaussian noise,Logistic Regression,4,WBC_max,False,False,Hematologic,1.0990875813001464
9,Gaussian noise,Logistic Regression,5,PaO2_count,False,False,Measurement process,1.0456818607651677
9,Gaussian noise,Logistic Regression,6,NIMAP_missing,False,False,Measurement process,0.9678112164448179
9,Gaussian noise,Logistic Regression,7,Creatinine_max,False,False,Renal,0.9477837957036613
9,Gaussian noise,Logistic Regression,8,Urine_mean,False,False,Renal,0.9100848065291179
9,Gaussian noise,Logistic Regression,9,GCS_mean,False,False,Neurological,0.9082362843022164
9,Gaussian noise,Logistic Regression,10,BUN_last,False,False,Renal,0.8521959611886538
9,Gaussian noise,Logistic Regression,11,DiasABP_mean,False,False,Cardiovascular,0.849068376453408
9,Gaussian noise,Logistic Regression,12,HR_mean,False,False,Cardiovascular,0.8310675450495414
9,Gaussian noise,Logistic Regression,13,pH_last,False,False,Metabolic / acid-base,0.8300421399985971
9,Gaussian noise,Logistic Regression,14,NIMAP_median,False,False,Cardiovascular,0.798416305347554
9,Gaussian noise,Logistic Regression,15,Creatinine_min,False,False,Renal,0.7907276495983241
9,Gaussian noise,Logistic Regression,16,Platelets_last,False,False,Hematologic,0.772734833488824
9,Gaussian noise,Logistic Regression,17,K_mean,False,False,Other clinical,0.7604356798664503
9,Gaussian noise,Logistic Regression,18,GCS_last,False,False,Neurological,0.7317011388792484
9,Gaussian noise,Logistic Regression,19,BUN_median,False,False,Renal,0.7309484942581687
9,Gaussian noise,Logistic Regression,20,DiasABP_median,False,False,Cardiovascular,0.7155493998422826
9,Gaussian noise,Linear SVM,1,pH_median,False,False,Metabolic / acid-base,1.841272332153072
9,Gaussian noise,Linear SVM,2,WBC_max,False,False,Hematologic,1.746894578805563
9,Gaussian noise,Linear SVM,3,pH_last,False,False,Metabolic / acid-base,1.4490530820775016
9,Gaussian noise,Linear SVM,4,WBC_mean,False,False,Hematologic,0.8806300076277602
9,Gaussian noise,Linear SVM,5,BUN_mean,False,False,Renal,0.719087633043963
9,Gaussian noise,Linear SVM,6,PaO2_count,False,False,Measurement process,0.7026600200852938
9,Gaussian noise,Linear SVM,7,PaCO2_count,False,False,Measurement process,0.5937676830063582
9,Gaussian noise,Linear SVM,8,DiasABP_count,False,False,Measurement process,0.5484690509189307
9,Gaussian noise,Linear SVM,9,Platelets_min,False,False,Hematologic,0.54335944134906
9,Gaussian noise,Linear SVM,10,BUN_median,False,False,Renal,0.5294551005172775
9,Gaussian noise,Linear SVM,11,Creatinine_max,False,False,Renal,0.5091112684807395
9,Gaussian noise,Linear SVM,12,pH_std,False,False,Metabolic / acid-base,0.4970828273041364
9,Gaussian noise,Linear SVM,13,NIDiasABP_count,False,False,Measurement process,0.4848098171502262
9,Gaussian noise,Linear SVM,14,pH_first,False,False,Metabolic / acid-base,0.47969707556061775
9,Gaussian noise,Linear SVM,15,NIMAP_missing,False,False,Measurement process,0.4372563184230771
9,Gaussian noise,Linear SVM,16,BUN_min,False,False,Renal,0.39372317045146066
9,Gaussian noise,Linear SVM,17,DiasABP_mean,False,False,Cardiovascular,0.3714571206499347
9,Gaussian noise,Linear SVM,18,SysABP_count,False,False,Measurement process,0.3607250857706267
9,Gaussian noise,Linear SVM,19,Urine_mean,False,False,Renal,0.3581611126529442
9,Gaussian noise,Linear SVM,20,pH_mean,False,False,Metabolic / acid-base,0.3547079306799288
9,Gaussian noise,XGBoost,1,GCS_last,False,False,Neurological,319.74420166015625
9,Gaussian noise,XGBoost,2,BUN_last,False,False,Renal,174.4900665283203
9,Gaussian noise,XGBoost,3,GCS_min,False,False,Neurological,168.68698120117188
9,Gaussian noise,XGBoost,4,BUN_median,False,False,Renal,161.9908905029297
9,Gaussian noise,XGBoost,5,Urine_total,False,False,Renal,160.29237365722656
9,Gaussian noise,XGBoost,6,GCS_median,False,False,Neurological,153.72569274902344
9,Gaussian noise,XGBoost,7,BUN_min,False,False,Renal,142.04107666015625
9,Gaussian noise,XGBoost,8,BUN_max,False,False,Renal,135.9944305419922
9,Gaussian noise,XGBoost,9,BUN_mean,False,False,Renal,107.2718276977539
9,Gaussian noise,XGBoost,10,Urine_mean,False,False,Renal,92.99275970458984
9,Gaussian noise,XGBoost,11,PaO2_max,False,False,Respiratory,92.51744079589844
9,Gaussian noise,XGBoost,12,PaO2_first,False,False,Respiratory,87.48207092285156
9,Gaussian noise,XGBoost,13,PaCO2_mean,False,False,Respiratory,80.17013549804688
9,Gaussian noise,XGBoost,14,Platelets_max,False,False,Hematologic,79.14777374267578
9,Gaussian noise,XGBoost,15,PaO2_mean,False,False,Respiratory,75.81947326660156
9,Gaussian noise,XGBoost,16,static_ICUType,False,False,Static / demographic,71.83522033691406
9,Gaussian noise,XGBoost,17,static_Age,False,False,Static / demographic,70.2776107788086
9,Gaussian noise,XGBoost,18,Urine_std,False,False,Renal,68.0637435913086
9,Gaussian noise,XGBoost,19,GCS_mean,False,False,Neurological,65.82170867919922
9,Gaussian noise,XGBoost,20,Platelets_mean,False,False,Hematologic,65.55799865722656
9,Permuted feature,Logistic Regression,1,WBC_mean,False,False,Hematologic,1.4649557998810103
9,Permuted feature,Logistic Regression,2,pH_median,False,False,Metabolic / acid-base,1.4540579331454837
9,Permuted feature,Logistic Regression,3,PaO2_count,False,False,Measurement process,1.2407276341715627
9,Permuted feature,Logistic Regression,4,Platelets_min,False,False,Hematologic,1.131084270532942
9,Permuted feature,Logistic Regression,5,WBC_max,False,False,Hematologic,1.110737189883253
9,Permuted feature,Logistic Regression,6,NIMAP_missing,False,False,Measurement process,0.9785831460165574
9,Permuted feature,Logistic Regression,7,Urine_mean,False,False,Renal,0.9608437895423637
9,Permuted feature,Logistic Regression,8,GCS_mean,False,False,Neurological,0.9491534332480491
9,Permuted feature,Logistic Regression,9,pH_last,False,False,Metabolic / acid-base,0.9310325542767394
9,Permuted feature,Logistic Regression,10,PaCO2_count,False,False,Measurement process,0.8920646426734365
9,Permuted feature,Logistic Regression,11,Creatinine_max,False,False,Renal,0.8868164152170558
9,Permuted feature,Logistic Regression,12,BUN_last,False,False,Renal,0.8735453229817194
9,Permuted feature,Logistic Regression,13,HR_mean,False,False,Cardiovascular,0.8440210365756557
9,Permuted feature,Logistic Regression,14,DiasABP_mean,False,False,Cardiovascular,0.8423031257627513
9,Permuted feature,Logistic Regression,15,K_mean,False,False,Other clinical,0.8337802149361977
9,Permuted feature,Logistic Regression,16,Platelets_last,False,False,Hematologic,0.8300935484924192
9,Permuted feature,Logistic Regression,17,NIMAP_median,False,False,Cardiovascular,0.806766860863264
9,Permuted feature,Logistic Regression,18,Creatinine_min,False,False,Renal,0.8059632317187756
9,Permuted feature,Logistic Regression,19,GCS_last,False,False,Neurological,0.7404293967098133
9,Permuted feature,Logistic Regression,20,Platelets_first,False,False,Hematologic,0.7336604185487207
9,Permuted feature,Linear SVM,1,pH_median,False,False,Metabolic / acid-base,1.8870429852428081
9,Permuted feature,Linear SVM,2,WBC_max,False,False,Hematologic,1.6952442743601408
9,Permuted feature,Linear SVM,3,pH_last,False,False,Metabolic / acid-base,1.4406615324847039
9,Permuted feature,Linear SVM,4,WBC_mean,False,False,Hematologic,0.8613564943636133
9,Permuted feature,Linear SVM,5,PaO2_count,False,False,Measurement process,0.8224068066384124
9,Permuted feature,Linear SVM,6,BUN_mean,False,False,Renal,0.7213783888789888
9,Permuted feature,Linear SVM,7,PaCO2_count,False,False,Measurement process,0.7160530233800865
9,Permuted feature,Linear SVM,8,DiasABP_count,False,False,Measurement process,0.5355429463978016
9,Permuted feature,Linear SVM,9,pH_first,False,False,Metabolic / acid-base,0.5307846881659526
9,Permuted feature,Linear SVM,10,BUN_median,False,False,Renal,0.5055710933261646
9,Permuted feature,Linear SVM,11,Creatinine_max,False,False,Renal,0.5042282016322716
9,Permuted feature,Linear SVM,12,Platelets_min,False,False,Hematologic,0.46172423428130327
9,Permuted feature,Linear SVM,13,NIMAP_missing,False,False,Measurement process,0.45284514551619376
9,Permuted feature,Linear SVM,14,BUN_min,False,False,Renal,0.4117834105521807
9,Permuted feature,Linear SVM,15,DiasABP_mean,False,False,Cardiovascular,0.38272755470889497
9,Permuted feature,Linear SVM,16,Urine_mean,False,False,Renal,0.38232215542772696
9,Permuted feature,Linear SVM,17,SysABP_count,False,False,Measurement process,0.36916728379530844
9,Permuted feature,Linear SVM,18,K_mean,False,False,Other clinical,0.363535013844796
9,Permuted feature,Linear SVM,19,pH_std,False,False,Metabolic / acid-base,0.3461539879338691
9,Permuted feature,Linear SVM,20,NIDiasABP_count,False,False,Measurement process,0.3399589373904855
9,Permuted feature,XGBoost,1,GCS_last,False,False,Neurological,284.09271240234375
9,Permuted feature,XGBoost,2,BUN_min,False,False,Renal,251.17344665527344
9,Permuted feature,XGBoost,3,GCS_median,False,False,Neurological,202.29177856445312
9,Permuted feature,XGBoost,4,Urine_total,False,False,Renal,160.2126922607422
9,Permuted feature,XGBoost,5,BUN_last,False,False,Renal,143.237060546875
9,Permuted feature,XGBoost,6,BUN_mean,False,False,Renal,130.4188995361328
9,Permuted feature,XGBoost,7,BUN_max,False,False,Renal,124.452392578125
9,Permuted feature,XGBoost,8,PaO2_first,False,False,Respiratory,114.75841522216797
9,Permuted feature,XGBoost,9,Na_count,False,False,Measurement process,90.23442840576172
9,Permuted feature,XGBoost,10,Urine_mean,False,False,Renal,82.4709243774414
9,Permuted feature,XGBoost,11,PaO2_min,False,False,Respiratory,81.31322479248047
9,Permuted feature,XGBoost,12,GCS_mean,False,False,Neurological,79.13978576660156
9,Permuted feature,XGBoost,13,static_ICUType,False,False,Static / demographic,69.72251892089844
9,Permuted feature,XGBoost,14,Platelets_mean,False,False,Hematologic,68.93521881103516
9,Permuted feature,XGBoost,15,static_Age,False,False,Static / demographic,65.59579467773438
9,Permuted feature,XGBoost,16,PaO2_max,False,False,Respiratory,64.76023864746094
9,Permuted feature,XGBoost,17,GCS_std,False,False,Neurological,64.45265197753906
9,Permuted feature,XGBoost,18,PaCO2_mean,False,False,Respiratory,64.33655548095703
9,Permuted feature,XGBoost,19,PaCO2_median,False,False,Respiratory,63.72763442993164
9,Permuted feature,XGBoost,20,PaO2_median,False,False,Respiratory,60.261539459228516
9,Spurious proxy,Logistic Regression,1,spurious_proxy_019,True,True,Injected false signal,0.7093273883518594
9,Spurious proxy,Logistic Regression,2,spurious_proxy_007,True,True,Injected false signal,0.6862981337446328
9,Spurious proxy,Logistic Regression,3,spurious_proxy_014,True,True,Injected false signal,0.6849066836464572
9,Spurious proxy,Logistic Regression,4,spurious_proxy_020,True,True,Injected false signal,0.6826364487714337
9,Spurious proxy,Logistic Regression,5,spurious_proxy_009,True,True,Injected false signal,0.6718374127622556
9,Spurious proxy,Logistic Regression,6,spurious_proxy_016,True,True,Injected false signal,0.6702958291653888
9,Spurious proxy,Logistic Regression,7,spurious_proxy_006,True,True,Injected false signal,0.6694685623935536
9,Spurious proxy,Logistic Regression,8,spurious_proxy_018,True,True,Injected false signal,0.6690948515956509
9,Spurious proxy,Logistic Regression,9,spurious_proxy_017,True,True,Injected false signal,0.6585226415858088
9,Spurious proxy,Logistic Regression,10,spurious_proxy_010,True,True,Injected false signal,0.6583873769504194
9,Spurious proxy,Logistic Regression,11,spurious_proxy_002,True,True,Injected false signal,0.6547244597608026
9,Spurious proxy,Logistic Regression,12,spurious_proxy_015,True,True,Injected false signal,0.6529183885304353
9,Spurious proxy,Logistic Regression,13,spurious_proxy_012,True,True,Injected false signal,0.6519812281940608
9,Spurious proxy,Logistic Regression,14,spurious_proxy_011,True,True,Injected false signal,0.6494457481444829
9,Spurious proxy,Logistic Regression,15,spurious_proxy_003,True,True,Injected false signal,0.632833577328367
9,Spurious proxy,Logistic Regression,16,spurious_proxy_001,True,True,Injected false signal,0.6320879429698737
9,Spurious proxy,Logistic Regression,17,spurious_proxy_008,True,True,Injected false signal,0.627751043991242
9,Spurious proxy,Logistic Regression,18,spurious_proxy_004,True,True,Injected false signal,0.6234138534281636
9,Spurious proxy,Logistic Regression,19,spurious_proxy_005,True,True,Injected false signal,0.6220983461161139
9,Spurious proxy,Logistic Regression,20,spurious_proxy_013,True,True,Injected false signal,0.6168792492195062
9,Spurious proxy,Linear SVM,1,spurious_proxy_009,True,True,Injected false signal,0.07794397530216618
9,Spurious proxy,Linear SVM,2,spurious_proxy_007,True,True,Injected false signal,0.07413986706531302
9,Spurious proxy,Linear SVM,3,spurious_proxy_019,True,True,Injected false signal,0.07309456208133597
9,Spurious proxy,Linear SVM,4,spurious_proxy_018,True,True,Injected false signal,0.0704426326486713
9,Spurious proxy,Linear SVM,5,spurious_proxy_011,True,True,Injected false signal,0.07002895187817994
9,Spurious proxy,Linear SVM,6,spurious_proxy_014,True,True,Injected false signal,0.06982485528040384
9,Spurious proxy,Linear SVM,7,spurious_proxy_002,True,True,Injected false signal,0.06886658297590119
9,Spurious proxy,Linear SVM,8,spurious_proxy_020,True,True,Injected false signal,0.06737603819198223
9,Spurious proxy,Linear SVM,9,spurious_proxy_006,True,True,Injected false signal,0.06427913248144519
9,Spurious proxy,Linear SVM,10,spurious_proxy_016,True,True,Injected false signal,0.06276023337427288
9,Spurious proxy,Linear SVM,11,spurious_proxy_010,True,True,Injected false signal,0.06245163955456225
9,Spurious proxy,Linear SVM,12,spurious_proxy_012,True,True,Injected false signal,0.062133440699347835
9,Spurious proxy,Linear SVM,13,spurious_proxy_017,True,True,Injected false signal,0.059840090980309915
9,Spurious proxy,Linear SVM,14,spurious_proxy_001,True,True,Injected false signal,0.057705209240153606
9,Spurious proxy,Linear SVM,15,spurious_proxy_008,True,True,Injected false signal,0.05260592445827508
9,Spurious proxy,Linear SVM,16,spurious_proxy_003,True,True,Injected false signal,0.051406085167195394
9,Spurious proxy,Linear SVM,17,spurious_proxy_005,True,True,Injected false signal,0.05011682547688058
9,Spurious proxy,Linear SVM,18,spurious_proxy_004,True,True,Injected false signal,0.049094493616947024
9,Spurious proxy,Linear SVM,19,spurious_proxy_015,True,True,Injected false signal,0.04415236322847922
9,Spurious proxy,Linear SVM,20,spurious_proxy_013,True,True,Injected false signal,0.03982876265646404
9,Spurious proxy,XGBoost,1,spurious_proxy_016,True,True,Injected false signal,2058.174072265625
9,Spurious proxy,XGBoost,2,spurious_proxy_009,True,True,Injected false signal,1487.444091796875
9,Spurious proxy,XGBoost,3,spurious_proxy_018,True,True,Injected false signal,1085.8465576171875
9,Spurious proxy,XGBoost,4,spurious_proxy_020,True,True,Injected false signal,803.3336791992188
9,Spurious proxy,XGBoost,5,spurious_proxy_005,True,True,Injected false signal,335.33758544921875
9,Spurious proxy,XGBoost,6,spurious_proxy_010,True,True,Injected false signal,252.13623046875
9,Spurious proxy,XGBoost,7,spurious_proxy_007,True,True,Injected false signal,216.4284210205078
9,Spurious proxy,XGBoost,8,spurious_proxy_003,True,True,Injected false signal,162.14422607421875
9,Spurious proxy,XGBoost,9,spurious_proxy_019,True,True,Injected false signal,99.24481201171875
9,Spurious proxy,XGBoost,10,spurious_proxy_014,True,True,Injected false signal,67.68589782714844
9,Spurious proxy,XGBoost,11,spurious_proxy_002,True,True,Injected false signal,53.314266204833984
9,Spurious proxy,XGBoost,12,spurious_proxy_006,True,True,Injected false signal,38.28206253051758
9,Spurious proxy,XGBoost,13,spurious_proxy_001,True,True,Injected false signal,37.09348678588867
9,Spurious proxy,XGBoost,14,spurious_proxy_008,True,True,Injected false signal,27.485897064208984
9,Spurious proxy,XGBoost,15,spurious_proxy_017,True,True,Injected false signal,21.78965950012207
9,Spurious proxy,XGBoost,16,spurious_proxy_011,True,True,Injected false signal,12.174661636352539
9,Spurious proxy,XGBoost,17,spurious_proxy_015,True,True,Injected false signal,10.121040344238281
9,Spurious proxy,XGBoost,18,spurious_proxy_004,True,True,Injected false signal,6.042271137237549
9,Spurious proxy,XGBoost,19,spurious_proxy_013,True,True,Injected false signal,4.690256595611572
9,Spurious proxy,XGBoost,20,spurious_proxy_012,True,True,Injected false signal,3.2797882556915283
10,Gaussian noise,Logistic Regression,1,WBC_mean,False,False,Hematologic,1.5225983381735715
10,Gaussian noise,Logistic Regression,2,pH_median,False,False,Metabolic / acid-base,1.337796646925458
10,Gaussian noise,Logistic Regression,3,WBC_max,False,False,Hematologic,1.1605579723424646
10,Gaussian noise,Logistic Regression,4,Platelets_min,False,False,Hematologic,1.143211395382575
10,Gaussian noise,Logistic Regression,5,PaO2_count,False,False,Measurement process,1.1062927152144295
10,Gaussian noise,Logistic Regression,6,NIMAP_missing,False,False,Measurement process,0.974965633584278
10,Gaussian noise,Logistic Regression,7,Urine_mean,False,False,Renal,0.9584799554156346
10,Gaussian noise,Logistic Regression,8,Creatinine_max,False,False,Renal,0.9536035182538397
10,Gaussian noise,Logistic Regression,9,GCS_mean,False,False,Neurological,0.9143276198773372
10,Gaussian noise,Logistic Regression,10,pH_last,False,False,Metabolic / acid-base,0.8795730521685284
10,Gaussian noise,Logistic Regression,11,HR_mean,False,False,Cardiovascular,0.8456093818991406
10,Gaussian noise,Logistic Regression,12,DiasABP_mean,False,False,Cardiovascular,0.8435199215208856
10,Gaussian noise,Logistic Regression,13,K_mean,False,False,Other clinical,0.8324397862471449
10,Gaussian noise,Logistic Regression,14,WBC_std,False,False,Hematologic,0.819476148469866
10,Gaussian noise,Logistic Regression,15,BUN_median,False,False,Renal,0.8166209333618919
10,Gaussian noise,Logistic Regression,16,NIMAP_median,False,False,Cardiovascular,0.7939877989014225
10,Gaussian noise,Logistic Regression,17,PaCO2_missing,False,False,Measurement process,0.7939805853956116
10,Gaussian noise,Logistic Regression,18,PaCO2_count,False,False,Measurement process,0.7848109146570167
10,Gaussian noise,Logistic Regression,19,Platelets_last,False,False,Hematologic,0.7808693691051514
10,Gaussian noise,Logistic Regression,20,BUN_last,False,False,Renal,0.7355106507521842
10,Gaussian noise,Linear SVM,1,WBC_max,False,False,Hematologic,1.9324233383722402
10,Gaussian noise,Linear SVM,2,pH_median,False,False,Metabolic / acid-base,1.7733957254792718
10,Gaussian noise,Linear SVM,3,pH_last,False,False,Metabolic / acid-base,1.406092647114511
10,Gaussian noise,Linear SVM,4,BUN_mean,False,False,Renal,0.7682972988079314
10,Gaussian noise,Linear SVM,5,WBC_mean,False,False,Hematologic,0.7370740611545883
10,Gaussian noise,Linear SVM,6,PaO2_count,False,False,Measurement process,0.7317777452919034
10,Gaussian noise,Linear SVM,7,DiasABP_count,False,False,Measurement process,0.6406273774715465
10,Gaussian noise,Linear SVM,8,PaCO2_count,False,False,Measurement process,0.6344255961745848
10,Gaussian noise,Linear SVM,9,BUN_median,False,False,Renal,0.5664973403663515
10,Gaussian noise,Linear SVM,10,pH_first,False,False,Metabolic / acid-base,0.5293547947898929
10,Gaussian noise,Linear SVM,11,Platelets_min,False,False,Hematologic,0.5233851006017719
10,Gaussian noise,Linear SVM,12,Creatinine_max,False,False,Renal,0.5056335389546134
10,Gaussian noise,Linear SVM,13,pH_std,False,False,Metabolic / acid-base,0.4854285224920063
10,Gaussian noise,Linear SVM,14,NIMAP_missing,False,False,Measurement process,0.4845413845331971
10,Gaussian noise,Linear SVM,15,SysABP_count,False,False,Measurement process,0.44098425507069633
10,Gaussian noise,Linear SVM,16,PaCO2_missing,False,False,Measurement process,0.4039512870315415
10,Gaussian noise,Linear SVM,17,DiasABP_mean,False,False,Cardiovascular,0.3840695186706758
10,Gaussian noise,Linear SVM,18,Urine_mean,False,False,Renal,0.37530630209569604
10,Gaussian noise,Linear SVM,19,K_mean,False,False,Other clinical,0.3656610512696927
10,Gaussian noise,Linear SVM,20,NIDiasABP_count,False,False,Measurement process,0.3627428578926244
10,Gaussian noise,XGBoost,1,BUN_max,False,False,Renal,334.2395324707031
10,Gaussian noise,XGBoost,2,GCS_last,False,False,Neurological,295.43414306640625
10,Gaussian noise,XGBoost,3,BUN_min,False,False,Renal,177.09478759765625
10,Gaussian noise,XGBoost,4,Urine_total,False,False,Renal,161.3874053955078
10,Gaussian noise,XGBoost,5,BUN_last,False,False,Renal,144.12698364257812
10,Gaussian noise,XGBoost,6,GCS_median,False,False,Neurological,144.10833740234375
10,Gaussian noise,XGBoost,7,BUN_mean,False,False,Renal,130.16363525390625
10,Gaussian noise,XGBoost,8,BUN_median,False,False,Renal,116.8835220336914
10,Gaussian noise,XGBoost,9,GCS_min,False,False,Neurological,114.18132781982422
10,Gaussian noise,XGBoost,10,HCO3_min,False,False,Metabolic / acid-base,88.59721374511719
10,Gaussian noise,XGBoost,11,Na_mean,False,False,Other clinical,82.81138610839844
10,Gaussian noise,XGBoost,12,static_Age,False,False,Static / demographic,73.90320587158203
10,Gaussian noise,XGBoost,13,PaO2_first,False,False,Respiratory,72.51007080078125
10,Gaussian noise,XGBoost,14,Temp_mean,False,False,Metabolic / acid-base,71.7952651977539
10,Gaussian noise,XGBoost,15,GCS_std,False,False,Neurological,71.1585464477539
10,Gaussian noise,XGBoost,16,GCS_mean,False,False,Neurological,67.70313262939453
10,Gaussian noise,XGBoost,17,PaCO2_mean,False,False,Respiratory,67.43600463867188
10,Gaussian noise,XGBoost,18,n_unique_parameters,False,False,Other clinical,66.89950561523438
10,Gaussian noise,XGBoost,19,Platelets_mean,False,False,Hematologic,66.66630554199219
10,Gaussian noise,XGBoost,20,static_ICUType,False,False,Static / demographic,66.05472564697266
10,Permuted feature,Logistic Regression,1,WBC_mean,False,False,Hematologic,1.5366608834792381
10,Permuted feature,Logistic Regression,2,pH_median,False,False,Metabolic / acid-base,1.3013261510950813
10,Permuted feature,Logistic Regression,3,Platelets_min,False,False,Hematologic,1.186500393435754
10,Permuted feature,Logistic Regression,4,WBC_max,False,False,Hematologic,1.155609364341788
10,Permuted feature,Logistic Regression,5,NIMAP_missing,False,False,Measurement process,1.0696898818058092
10,Permuted feature,Logistic Regression,6,PaO2_count,False,False,Measurement process,0.9998435206294265
10,Permuted feature,Logistic Regression,7,GCS_mean,False,False,Neurological,0.9639492139063169
10,Permuted feature,Logistic Regression,8,Creatinine_max,False,False,Renal,0.946720755444368
10,Permuted feature,Logistic Regression,9,Urine_mean,False,False,Renal,0.8628946532238126
10,Permuted feature,Logistic Regression,10,HR_mean,False,False,Cardiovascular,0.8489675648551805
10,Permuted feature,Logistic Regression,11,pH_last,False,False,Metabolic / acid-base,0.8353910921783443
10,Permuted feature,Logistic Regression,12,Platelets_last,False,False,Hematologic,0.817597672179328
10,Permuted feature,Logistic Regression,13,DiasABP_mean,False,False,Cardiovascular,0.8053540633448714
10,Permuted feature,Logistic Regression,14,WBC_std,False,False,Hematologic,0.7881207158157681
10,Permuted feature,Logistic Regression,15,BUN_last,False,False,Renal,0.7804828597858888
10,Permuted feature,Logistic Regression,16,Creatinine_min,False,False,Renal,0.7760695103603021
10,Permuted feature,Logistic Regression,17,BUN_max,False,False,Renal,0.7509498749285773
10,Permuted feature,Logistic Regression,18,NIDiasABP_missing,False,False,Measurement process,0.734417906801692
10,Permuted feature,Logistic Regression,19,GCS_last,False,False,Neurological,0.7256994717494912
10,Permuted feature,Logistic Regression,20,K_mean,False,False,Other clinical,0.7214650691402272
10,Permuted feature,Linear SVM,1,WBC_max,False,False,Hematologic,1.8810605762243573
10,Permuted feature,Linear SVM,2,pH_median,False,False,Metabolic / acid-base,1.7666218989855744
10,Permuted feature,Linear SVM,3,pH_last,False,False,Metabolic / acid-base,1.3801754589963144
10,Permuted feature,Linear SVM,4,WBC_mean,False,False,Hematologic,0.8029221258527584
10,Permuted feature,Linear SVM,5,PaO2_count,False,False,Measurement process,0.6534101069214711
10,Permuted feature,Linear SVM,6,DiasABP_count,False,False,Measurement process,0.6459653168968651
10,Permuted feature,Linear SVM,7,Creatinine_max,False,False,Renal,0.5605758077223119
10,Permuted feature,Linear SVM,8,BUN_mean,False,False,Renal,0.5496018432322589
10,Permuted feature,Linear SVM,9,Platelets_min,False,False,Hematologic,0.5206178806946328
10,Permuted feature,Linear SVM,10,PaCO2_count,False,False,Measurement process,0.5190504616687541
10,Permuted feature,Linear SVM,11,NIMAP_missing,False,False,Measurement process,0.49920775548086027
10,Permuted feature,Linear SVM,12,pH_first,False,False,Metabolic / acid-base,0.4855796814538457
10,Permuted feature,Linear SVM,13,NIDiasABP_count,False,False,Measurement process,0.4670852958124169
10,Permuted feature,Linear SVM,14,SysABP_count,False,False,Measurement process,0.4665193129550078
10,Permuted feature,Linear SVM,15,BUN_median,False,False,Renal,0.4346468307527086
10,Permuted feature,Linear SVM,16,pH_std,False,False,Metabolic / acid-base,0.41795114585172044
10,Permuted feature,Linear SVM,17,NIDiasABP_missing,False,False,Measurement process,0.37718944104647123
10,Permuted feature,Linear SVM,18,DiasABP_mean,False,False,Cardiovascular,0.3674071499836975
10,Permuted feature,Linear SVM,19,PaCO2_missing,False,False,Measurement process,0.34837455737743545
10,Permuted feature,Linear SVM,20,Urine_mean,False,False,Renal,0.3439590645909675
10,Permuted feature,XGBoost,1,GCS_last,False,False,Neurological,333.52703857421875
10,Permuted feature,XGBoost,2,GCS_min,False,False,Neurological,193.58819580078125
10,Permuted feature,XGBoost,3,BUN_last,False,False,Renal,175.53466796875
10,Permuted feature,XGBoost,4,BUN_mean,False,False,Renal,131.77548217773438
10,Permuted feature,XGBoost,5,BUN_min,False,False,Renal,130.1620330810547
10,Permuted feature,XGBoost,6,Urine_total,False,False,Renal,128.33364868164062
10,Permuted feature,XGBoost,7,Urine_mean,False,False,Renal,97.74752044677734
10,Permuted feature,XGBoost,8,Urine_std,False,False,Renal,91.30838012695312
10,Permuted feature,XGBoost,9,PaCO2_mean,False,False,Respiratory,91.20086669921875
10,Permuted feature,XGBoost,10,Platelets_max,False,False,Hematologic,84.92992401123047
10,Permuted feature,XGBoost,11,BUN_max,False,False,Renal,84.80046844482422
10,Permuted feature,XGBoost,12,GCS_median,False,False,Neurological,84.11550903320312
10,Permuted feature,XGBoost,13,PaO2_first,False,False,Respiratory,80.37648010253906
10,Permuted feature,XGBoost,14,Na_first,False,False,Other clinical,72.01023864746094
10,Permuted feature,XGBoost,15,GCS_std,False,False,Neurological,69.69683837890625
10,Permuted feature,XGBoost,16,PaO2_mean,False,False,Respiratory,67.25019073486328
10,Permuted feature,XGBoost,17,static_Age,False,False,Static / demographic,67.01183319091797
10,Permuted feature,XGBoost,18,Platelets_mean,False,False,Hematologic,65.6349105834961
10,Permuted feature,XGBoost,19,PaCO2_median,False,False,Respiratory,65.2683334350586
10,Permuted feature,XGBoost,20,Temp_mean,False,False,Metabolic / acid-base,62.57126998901367
10,Spurious proxy,Logistic Regression,1,spurious_proxy_018,True,True,Injected false signal,0.7029377658549418
10,Spurious proxy,Logistic Regression,2,spurious_proxy_009,True,True,Injected false signal,0.6976822487244516
