repeat,stress_type,model,rank,feature,is_noise,is_injected_false_signal,domain,importance
10,Spurious proxy,Logistic Regression,3,spurious_proxy_014,True,True,Injected false signal,0.6920211559898332
10,Spurious proxy,Logistic Regression,4,spurious_proxy_007,True,True,Injected false signal,0.6876771761207576
10,Spurious proxy,Logistic Regression,5,spurious_proxy_002,True,True,Injected false signal,0.67027971995983
10,Spurious proxy,Logistic Regression,6,spurious_proxy_013,True,True,Injected false signal,0.6677634096142223
10,Spurious proxy,Logistic Regression,7,spurious_proxy_011,True,True,Injected false signal,0.6574341392067217
10,Spurious proxy,Logistic Regression,8,spurious_proxy_016,True,True,Injected false signal,0.6444613439724157
10,Spurious proxy,Logistic Regression,9,spurious_proxy_003,True,True,Injected false signal,0.6436541112286782
10,Spurious proxy,Logistic Regression,10,spurious_proxy_001,True,True,Injected false signal,0.639351034981357
10,Spurious proxy,Logistic Regression,11,spurious_proxy_005,True,True,Injected false signal,0.6339660538113865
10,Spurious proxy,Logistic Regression,12,spurious_proxy_017,True,True,Injected false signal,0.6333672668094932
10,Spurious proxy,Logistic Regression,13,spurious_proxy_004,True,True,Injected false signal,0.6324594598424038
10,Spurious proxy,Logistic Regression,14,spurious_proxy_008,True,True,Injected false signal,0.6205381836568707
10,Spurious proxy,Logistic Regression,15,spurious_proxy_012,True,True,Injected false signal,0.6105976239380736
10,Spurious proxy,Logistic Regression,16,spurious_proxy_006,True,True,Injected false signal,0.5997101614111383
10,Spurious proxy,Logistic Regression,17,spurious_proxy_019,True,True,Injected false signal,0.5956418480753645
10,Spurious proxy,Logistic Regression,18,spurious_proxy_010,True,True,Injected false signal,0.5923257554292335
10,Spurious proxy,Logistic Regression,19,spurious_proxy_015,True,True,Injected false signal,0.5818878677574828
10,Spurious proxy,Logistic Regression,20,spurious_proxy_020,True,True,Injected false signal,0.5568978434572903
10,Spurious proxy,Linear SVM,1,spurious_proxy_013,True,True,Injected false signal,0.07195345448758875
10,Spurious proxy,Linear SVM,2,spurious_proxy_009,True,True,Injected false signal,0.06638000970042081
10,Spurious proxy,Linear SVM,3,spurious_proxy_018,True,True,Injected false signal,0.06549902973974855
10,Spurious proxy,Linear SVM,4,spurious_proxy_011,True,True,Injected false signal,0.06456847043043373
10,Spurious proxy,Linear SVM,5,spurious_proxy_017,True,True,Injected false signal,0.06340656636460089
10,Spurious proxy,Linear SVM,6,spurious_proxy_014,True,True,Injected false signal,0.06328322012664975
10,Spurious proxy,Linear SVM,7,spurious_proxy_003,True,True,Injected false signal,0.062421975207052276
10,Spurious proxy,Linear SVM,8,spurious_proxy_007,True,True,Injected false signal,0.06211008734608469
10,Spurious proxy,Linear SVM,9,spurious_proxy_016,True,True,Injected false signal,0.0584895537852653
10,Spurious proxy,Linear SVM,10,spurious_proxy_005,True,True,Injected false signal,0.05818651541477775
10,Spurious proxy,Linear SVM,11,spurious_proxy_004,True,True,Injected false signal,0.05512843883825994
10,Spurious proxy,Linear SVM,12,spurious_proxy_001,True,True,Injected false signal,0.054696702970292964
10,Spurious proxy,Linear SVM,13,spurious_proxy_008,True,True,Injected false signal,0.05273092243598205
10,Spurious proxy,Linear SVM,14,spurious_proxy_002,True,True,Injected false signal,0.051234775630927105
10,Spurious proxy,Linear SVM,15,spurious_proxy_012,True,True,Injected false signal,0.050045850970190556
10,Spurious proxy,Linear SVM,16,spurious_proxy_010,True,True,Injected false signal,0.043619007120939426
10,Spurious proxy,Linear SVM,17,spurious_proxy_006,True,True,Injected false signal,0.04220746289476867
10,Spurious proxy,Linear SVM,18,spurious_proxy_019,True,True,Injected false signal,0.039406499585476394
10,Spurious proxy,Linear SVM,19,spurious_proxy_015,True,True,Injected false signal,0.03427345244852031
10,Spurious proxy,Linear SVM,20,spurious_proxy_020,True,True,Injected false signal,0.03346472977745469
10,Spurious proxy,XGBoost,1,spurious_proxy_019,True,True,Injected false signal,1957.473388671875
10,Spurious proxy,XGBoost,2,spurious_proxy_011,True,True,Injected false signal,1373.0709228515625
10,Spurious proxy,XGBoost,3,spurious_proxy_009,True,True,Injected false signal,743.54833984375
10,Spurious proxy,XGBoost,4,spurious_proxy_016,True,True,Injected false signal,667.439208984375
10,Spurious proxy,XGBoost,5,spurious_proxy_014,True,True,Injected false signal,508.2314453125
10,Spurious proxy,XGBoost,6,spurious_proxy_003,True,True,Injected false signal,417.6708068847656
10,Spurious proxy,XGBoost,7,spurious_proxy_012,True,True,Injected false signal,357.4166259765625
10,Spurious proxy,XGBoost,8,spurious_proxy_007,True,True,Injected false signal,337.21514892578125
10,Spurious proxy,XGBoost,9,spurious_proxy_002,True,True,Injected false signal,315.83306884765625
10,Spurious proxy,XGBoost,10,spurious_proxy_017,True,True,Injected false signal,203.0359344482422
10,Spurious proxy,XGBoost,11,spurious_proxy_006,True,True,Injected false signal,152.4333953857422
10,Spurious proxy,XGBoost,12,spurious_proxy_001,True,True,Injected false signal,95.39067840576172
10,Spurious proxy,XGBoost,13,spurious_proxy_008,True,True,Injected false signal,65.79066467285156
10,Spurious proxy,XGBoost,14,spurious_proxy_015,True,True,Injected false signal,30.95891761779785
10,Spurious proxy,XGBoost,15,spurious_proxy_010,True,True,Injected false signal,23.1737117767334
10,Spurious proxy,XGBoost,16,spurious_proxy_004,True,True,Injected false signal,20.3999080657959
10,Spurious proxy,XGBoost,17,spurious_proxy_018,True,True,Injected false signal,13.909991264343262
10,Spurious proxy,XGBoost,18,spurious_proxy_020,True,True,Injected false signal,6.939916610717773
10,Spurious proxy,XGBoost,19,spurious_proxy_005,True,True,Injected false signal,4.491056442260742
10,Spurious proxy,XGBoost,20,spurious_proxy_013,True,True,Injected false signal,3.9347569942474365
