model,recall,precision,threshold,baseline_death_rate
xgboost_auc_optimized,1.0,0.14625,0.0032404251396656036,0.14625
xgboost_auc_optimized,1.0,0.14628657164291073,0.0032527062576264143,0.14625
xgboost_auc_optimized,1.0,0.1463231615807904,0.0034691274631768465,0.14625
xgboost_auc_optimized,1.0,0.14635976982737053,0.0034919721074402332,0.14625
xgboost_auc_optimized,1.0,0.1463963963963964,0.003688771277666092,0.14625
xgboost_auc_optimized,1.0,0.14643304130162704,0.003729673335328698,0.14625
xgboost_auc_optimized,1.0,0.14646970455683525,0.0037327271420508623,0.14625
xgboost_auc_optimized,1.0,0.14650638617580766,0.0038282261230051517,0.14625
xgboost_auc_optimized,1.0,0.14654308617234468,0.003848633961752057,0.14625
xgboost_auc_optimized,1.0,0.1465798045602606,0.003919143695384264,0.14625
xgboost_auc_optimized,1.0,0.14661654135338345,0.003969704732298851,0.14625
xgboost_auc_optimized,1.0,0.14665329656555529,0.004016129299998283,0.14625
xgboost_auc_optimized,1.0,0.1466900702106319,0.004101830068975687,0.14625
xgboost_auc_optimized,1.0,0.14672686230248308,0.0041191126219928265,0.14625
xgboost_auc_optimized,1.0,0.14676367285499248,0.0042463126592338085,0.14625
xgboost_auc_optimized,1.0,0.1468005018820577,0.004260544199496508,0.14625
xgboost_auc_optimized,1.0,0.14683734939759036,0.004270024131983519,0.14625
xgboost_auc_optimized,1.0,0.14687421541551593,0.004297971725463867,0.14625
xgboost_auc_optimized,1.0,0.14691109994977397,0.004330286756157875,0.14625
xgboost_auc_optimized,1.0,0.146948003014318,0.0043477765284478664,0.14625
xgboost_auc_optimized,1.0,0.14698492462311558,0.004349392838776112,0.14625
xgboost_auc_optimized,1.0,0.14702186479014828,0.00435629952698946,0.14625
xgboost_auc_optimized,1.0,0.14705882352941177,0.004394461866468191,0.14625
xgboost_auc_optimized,1.0,0.14709580085491578,0.004397009965032339,0.14625
xgboost_auc_optimized,1.0,0.1471327967806841,0.004440014716237783,0.14625
xgboost_auc_optimized,1.0,0.1471698113207547,0.004459340590983629,0.14625
xgboost_auc_optimized,1.0,0.14720684448917967,0.004494480323046446,0.14625
xgboost_auc_optimized,1.0,0.14724389630002516,0.0045504337176680565,0.14625
xgboost_auc_optimized,1.0,0.1472809667673716,0.004574524238705635,0.14625
xgboost_auc_optimized,1.0,0.14731805590531352,0.00459465105086565,0.14625
xgboost_auc_optimized,1.0,0.1473551637279597,0.004608368966728449,0.14625
xgboost_auc_optimized,1.0,0.1473922902494331,0.004612671211361885,0.14625
xgboost_auc_optimized,1.0,0.14742943548387097,0.004699875600636005,0.14625
xgboost_auc_optimized,1.0,0.14746659944542476,0.004719003103673458,0.14625
xgboost_auc_optimized,1.0,0.1475037821482602,0.004725296050310135,0.14625
xgboost_auc_optimized,1.0,0.14754098360655737,0.004769578110426664,0.14625
xgboost_auc_optimized,1.0,0.1475782038345106,0.0047726077027618885,0.14625
xgboost_auc_optimized,1.0,0.14761544284632855,0.004782291129231453,0.14625
xgboost_auc_optimized,1.0,0.14765270065623423,0.0048174140974879265,0.14625
xgboost_auc_optimized,1.0,0.14768997727846503,0.004824911244213581,0.14625
xgboost_auc_optimized,1.0,0.14772727272727273,0.004864925984293222,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1475119979792877,0.004916474223136902,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14754926730672058,0.004943602252751589,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14758655547131666,0.004945183638483286,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14762386248736098,0.00495374109596014,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14766118836915298,0.0049796816892921925,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1476985331310066,0.004981423262506723,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1477358967872502,0.004988975822925568,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14777327935222673,0.0050012352876365185,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14781068084029358,0.005004736594855785,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1478481012658228,0.005056120455265045,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1478855406432008,0.005070887040346861,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14792299898682879,0.005086876451969147,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14796047631112239,0.005106797907501459,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1479979726305119,0.00512157566845417,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14803548795944232,0.005180243402719498,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14807302231237324,0.005182873457670212,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14811057570377884,0.0052161552011966705,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14814814814814814,0.005246622953563929,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14818573965998477,0.005255415104329586,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14822335025380712,0.005261383485049009,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14826097994414827,0.005262696649879217,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14829862874555613,0.005263475235551596,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14833629667259335,0.005277327261865139,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1483739837398374,0.005299106705933809,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14841168996188056,0.005318026058375835,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14844941535332995,0.005321291275322437,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14848715992880754,0.005322108510881662,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14852492370295015,0.005344538018107414,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14856270669040955,0.0054145390167832375,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1486005089058524,0.005415517371147871,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1486383303639603,0.00544783053919673,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14867617107942974,0.005469207186251879,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14871403106697223,0.0054695880971848965,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14875191034131433,0.005514966789633036,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14878980891719745,0.005526462569832802,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1488277268093782,0.005531142465770245,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1488656640326281,0.005534364376217127,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14890362060173382,0.005553766153752804,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14894159653149708,0.005597980692982674,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1489795918367347,0.005599345080554485,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14901760653227863,0.0056093311868608,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14905564063297602,0.005611688829958439,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14909369415368906,0.005633605644106865,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1491317671092952,0.005645496770739555,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14916985951468711,0.005664429161697626,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1492079713847726,0.005696622189134359,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14924610273447483,0.005727489944547415,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1492842535787321,0.005730151664465666,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1493224239324981,0.005736438557505608,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1493606138107417,0.005761431995779276,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14939882322844716,0.0057767233811318874,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14943705220061412,0.005783483386039734,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14947530074225748,0.005785866640508175,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14951356886840758,0.005790218710899353,0.14625
xgboost_auc_optimized,0.9982905982905983,0.1495518565941101,0.005817965604364872,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14959016393442623,0.005822275299578905,0.14625
xgboost_auc_optimized,0.9982905982905983,0.14962849090443248,0.005866083316504955,0.14625
