model,class_or_average,precision,recall,f1-score,support
xgboost_auc_optimized,0,0.8948642108093574,0.9745241581259151,0.9329969161760583,3415.0
xgboost_auc_optimized,1,0.6903914590747331,0.3316239316239316,0.44803695150115475,585.0
xgboost_auc_optimized,accuracy,0.8805,0.8805,0.8805,0.8805
xgboost_auc_optimized,macro avg,0.7926278349420453,0.6530740448749234,0.6905169338386066,4000.0
xgboost_auc_optimized,weighted avg,0.8649600708681686,0.8805,0.8620715213423537,4000.0
