model,class_or_average,precision,recall,f1-score,support
logistic_regression,0,0.9497167138810199,0.7853587115666179,0.8597531655714057,3415.0
logistic_regression,1,0.37670068027210885,0.7572649572649572,0.5031232254400908,585.0
logistic_regression,accuracy,0.78125,0.78125,0.78125,0.78125
logistic_regression,macro avg,0.6632086970765644,0.7713118344157875,0.6814381955057482,4000.0
logistic_regression,weighted avg,0.8659131189657167,0.78125,0.8075960368272008,4000.0
